Relative density,Number of polygonal cells,Mean of cell edge number,Variance of cell edge number,Skewness of cell edge number,Kurtosis of cell edge number,Mean of cell area,Variance of cell area,Skewness of cell area,Kurtosis of cell area,Mean of cell compactness,Variance of cell compactness,Skewness of cell compactness,Kurtosis of cell compactness,Mean of cell eccentricity,Variance of cell eccentricity,Skewness of cell eccentricity,Kurtosis of cell eccentricity,Mean of strut length,Variance of strut length,Skewness of strut length,Kurtosis of strut length,Mean of strut orientation,Variance of strut orientation,Skewness of strut orientation,Kurtosis of strut orientation,Mean of nodal connectivity,Variance of nodal connectivity,Skewness of nodal connectivity,Kurtosis of nodal connectivity,Mean of neighboring seed distance,Variance of neighboring seed distance,Skewness of neighboring seed distance,Kurtosis of neighboring seed distance,Mean of neighboring seed angle sine,Variance of neighboring seed angle sine,Skewness of neighboring seed angle sine,Kurtosis of neighboring seed angle sine,Mean of neighboring seed angle cosine,Variance of neighboring seed angle cosine,Skewness of neighboring seed angle cosine,Kurtosis of neighboring seed angle cosine,Relative stiffness
0.15,783,5.6909,0.24195,-0.46718,2.0712,0.00082527,2.52E-09,0.15136,2.8537,0.87296,0.00082264,-0.28895,1.4309,0.90164,0.0031881,-0.1145,2.1156,0.019125,2.52E-05,-0.065392,4.594,42.107,872.44,-0.3491,1.5783,3.0787,0.072581,3.1285,10.787,0.028759,5.97E-07,-0.48292,3.8785,0.0011586,0.0031003,0.023248,4.206,0.00024978,0.0022479,0.024288,4.0464,0.015621
0.2,783,5.6909,0.24195,-0.46718,2.0712,0.00082527,2.52E-09,0.15136,2.8537,0.87296,0.00082264,-0.28895,1.4309,0.90164,0.0031881,-0.1145,2.1156,0.019125,2.52E-05,-0.065392,4.594,42.107,872.44,-0.3491,1.5783,3.0787,0.072581,3.1285,10.787,0.028759,5.97E-07,-0.48292,3.8785,0.0011586,0.0031003,0.023248,4.206,0.00024978,0.0022479,0.024288,4.0464,0.028969
0.01,823,5.757,0.25961,-0.30013,2.7437,0.00077667,6.23E-09,0.26467,3.1975,0.87496,0.00076162,-0.49787,1.6877,0.89365,0.0036952,-0.27708,2.5639,0.018364,2.40E-05,-0.10542,4.4294,42.041,852.18,-0.35782,1.587,3.0636,0.059605,3.576,13.788,0.02779,7.68E-07,-0.36688,2.9955,0.00045315,0.002694,-0.059232,4.6215,2.52E-05,0.0019607,0.0010893,4.6989,6.94E-06
0.05,823,5.757,0.25961,-0.30013,2.7437,0.00077667,6.23E-09,0.26467,3.1975,0.87496,0.00076162,-0.49787,1.6877,0.89365,0.0036952,-0.27708,2.5639,0.018364,2.40E-05,-0.10542,4.4294,42.041,852.18,-0.35782,1.587,3.0636,0.059605,3.576,13.788,0.02779,7.68E-07,-0.36688,2.9955,0.00045315,0.002694,-0.059232,4.6215,2.52E-05,0.0019607,0.0010893,4.6989,0.00082181
0.1,823,5.757,0.25961,-0.30013,2.7437,0.00077667,6.23E-09,0.26467,3.1975,0.87496,0.00076162,-0.49787,1.6877,0.89365,0.0036952,-0.27708,2.5639,0.018364,2.40E-05,-0.10542,4.4294,42.041,852.18,-0.35782,1.587,3.0636,0.059605,3.576,13.788,0.02779,7.68E-07,-0.36688,2.9955,0.00045315,0.002694,-0.059232,4.6215,2.52E-05,0.0019607,0.0010893,4.6989,0.0054987
0.15,823,5.757,0.25961,-0.30013,2.7437,0.00077667,6.23E-09,0.26467,3.1975,0.87496,0.00076162,-0.49787,1.6877,0.89365,0.0036952,-0.27708,2.5639,0.018364,2.40E-05,-0.10542,4.4294,42.041,852.18,-0.35782,1.587,3.0636,0.059605,3.576,13.788,0.02779,7.68E-07,-0.36688,2.9955,0.00045315,0.002694,-0.059232,4.6215,2.52E-05,0.0019607,0.0010893,4.6989,0.014768
0.2,823,5.757,0.25961,-0.30013,2.7437,0.00077667,6.23E-09,0.26467,3.1975,0.87496,0.00076162,-0.49787,1.6877,0.89365,0.0036952,-0.27708,2.5639,0.018364,2.40E-05,-0.10542,4.4294,42.041,852.18,-0.35782,1.587,3.0636,0.059605,3.576,13.788,0.02779,7.68E-07,-0.36688,2.9955,0.00045315,0.002694,-0.059232,4.6215,2.52E-05,0.0019607,0.0010893,4.6989,0.027867
0.01,868,5.8088,0.27019,-0.20979,3.0671,0.00073226,1.81E-08,0.42282,3.1619,0.87156,0.00074879,-0.59621,2.1747,0.87536,0.0053518,-0.35314,2.5471,0.017658,2.80E-05,-0.1933,3.5267,42.024,844.56,-0.34698,1.6055,3.0461,0.043983,4.3301,19.75,0.026569,1.13E-06,-0.16022,3.0134,-0.0007504,0.0022688,-0.20465,4.5963,-0.00069245,0.0019616,-0.046567,4.28,4.61E-06
0.05,868,5.8088,0.27019,-0.20979,3.0671,0.00073226,1.81E-08,0.42282,3.1619,0.87156,0.00074879,-0.59621,2.1747,0.87536,0.0053518,-0.35314,2.5471,0.017658,2.80E-05,-0.1933,3.5267,42.024,844.56,-0.34698,1.6055,3.0461,0.043983,4.3301,19.75,0.026569,1.13E-06,-0.16022,3.0134,-0.0007504,0.0022688,-0.20465,4.5963,-0.00069245,0.0019616,-0.046567,4.28,0.00056515
0.1,868,5.8088,0.27019,-0.20979,3.0671,0.00073226,1.81E-08,0.42282,3.1619,0.87156,0.00074879,-0.59621,2.1747,0.87536,0.0053518,-0.35314,2.5471,0.017658,2.80E-05,-0.1933,3.5267,42.024,844.56,-0.34698,1.6055,3.0461,0.043983,4.3301,19.75,0.026569,1.13E-06,-0.16022,3.0134,-0.0007504,0.0022688,-0.20465,4.5963,-0.00069245,0.0019616,-0.046567,4.28,0.004117
0.15,868,5.8088,0.27019,-0.20979,3.0671,0.00073226,1.81E-08,0.42282,3.1619,0.87156,0.00074879,-0.59621,2.1747,0.87536,0.0053518,-0.35314,2.5471,0.017658,2.80E-05,-0.1933,3.5267,42.024,844.56,-0.34698,1.6055,3.0461,0.043983,4.3301,19.75,0.026569,1.13E-06,-0.16022,3.0134,-0.0007504,0.0022688,-0.20465,4.5963,-0.00069245,0.0019616,-0.046567,4.28,0.012036
0.2,868,5.8088,0.27019,-0.20979,3.0671,0.00073226,1.81E-08,0.42282,3.1619,0.87156,0.00074879,-0.59621,2.1747,0.87536,0.0053518,-0.35314,2.5471,0.017658,2.80E-05,-0.1933,3.5267,42.024,844.56,-0.34698,1.6055,3.0461,0.043983,4.3301,19.75,0.026569,1.13E-06,-0.16022,3.0134,-0.0007504,0.0022688,-0.20465,4.5963,-0.00069245,0.0019616,-0.046567,4.28,0.02419
0.01,707,5.8416,0.35447,-0.095741,3.0349,0.00090288,7.34E-08,0.55146,3.2574,0.85421,0.0013268,-1.1342,4.7549,0.84164,0.0098145,-0.64871,3.2107,0.019596,4.89E-05,-0.076152,2.5603,42.702,792.61,-0.27342,1.6353,3.0423,0.040498,4.5509,21.711,0.028584,3.78E-06,-0.3658,3.2343,0.00045706,0.0022749,0.16072,3.897,0.00081673,0.0019638,0.16019,3.5298,3.01E-06
0.05,707,5.8416,0.35447,-0.095741,3.0349,0.00090288,7.34E-08,0.55146,3.2574,0.85421,0.0013268,-1.1342,4.7549,0.84164,0.0098145,-0.64871,3.2107,0.019596,4.89E-05,-0.076152,2.5603,42.702,792.61,-0.27342,1.6353,3.0423,0.040498,4.5509,21.711,0.028584,3.78E-06,-0.3658,3.2343,0.00045706,0.0022749,0.16072,3.897,0.00081673,0.0019638,0.16019,3.5298,0.00037767
0.1,707,5.8416,0.35447,-0.095741,3.0349,0.00090288,7.34E-08,0.55146,3.2574,0.85421,0.0013268,-1.1342,4.7549,0.84164,0.0098145,-0.64871,3.2107,0.019596,4.89E-05,-0.076152,2.5603,42.702,792.61,-0.27342,1.6353,3.0423,0.040498,4.5509,21.711,0.028584,3.78E-06,-0.3658,3.2343,0.00045706,0.0022749,0.16072,3.897,0.00081673,0.0019638,0.16019,3.5298,0.0029051
0.15,707,5.8416,0.35447,-0.095741,3.0349,0.00090288,7.34E-08,0.55146,3.2574,0.85421,0.0013268,-1.1342,4.7549,0.84164,0.0098145,-0.64871,3.2107,0.019596,4.89E-05,-0.076152,2.5603,42.702,792.61,-0.27342,1.6353,3.0423,0.040498,4.5509,21.711,0.028584,3.78E-06,-0.3658,3.2343,0.00045706,0.0022749,0.16072,3.897,0.00081673,0.0019638,0.16019,3.5298,0.0090585
0.2,707,5.8416,0.35447,-0.095741,3.0349,0.00090288,7.34E-08,0.55146,3.2574,0.85421,0.0013268,-1.1342,4.7549,0.84164,0.0098145,-0.64871,3.2107,0.019596,4.89E-05,-0.076152,2.5603,42.702,792.61,-0.27342,1.6353,3.0423,0.040498,4.5509,21.711,0.028584,3.78E-06,-0.3658,3.2343,0.00045706,0.0022749,0.16072,3.897,0.00081673,0.0019638,0.16019,3.5298,0.019307
0.01,379,5.7784,0.36345,-0.15145,3.5239,0.0016905,3.47E-07,1.061,5.3262,0.85576,0.0016249,-1.363,6.2189,0.83035,0.0096525,-0.38854,2.9663,0.027097,9.39E-05,-0.0047455,2.6996,42.21,871.93,-0.3215,1.6094,3.062,0.058213,3.6335,14.202,0.0393,6.89E-06,-0.56807,3.601,0.0003472,0.0022227,0.041603,4.2276,0.0020464,0.002202,0.17353,3.785,3.85E-06
0.05,379,5.7784,0.36345,-0.15145,3.5239,0.0016905,3.47E-07,1.061,5.3262,0.85576,0.0016249,-1.363,6.2189,0.83035,0.0096525,-0.38854,2.9663,0.027097,9.39E-05,-0.0047455,2.6996,42.21,871.93,-0.3215,1.6094,3.062,0.058213,3.6335,14.202,0.0393,6.89E-06,-0.56807,3.601,0.0003472,0.0022227,0.041603,4.2276,0.0020464,0.002202,0.17353,3.785,0.00047961
0.1,379,5.7784,0.36345,-0.15145,3.5239,0.0016905,3.47E-07,1.061,5.3262,0.85576,0.0016249,-1.363,6.2189,0.83035,0.0096525,-0.38854,2.9663,0.027097,9.39E-05,-0.0047455,2.6996,42.21,871.93,-0.3215,1.6094,3.062,0.058213,3.6335,14.202,0.0393,6.89E-06,-0.56807,3.601,0.0003472,0.0022227,0.041603,4.2276,0.0020464,0.002202,0.17353,3.785,0.0036134
0.15,379,5.7784,0.36345,-0.15145,3.5239,0.0016905,3.47E-07,1.061,5.3262,0.85576,0.0016249,-1.363,6.2189,0.83035,0.0096525,-0.38854,2.9663,0.027097,9.39E-05,-0.0047455,2.6996,42.21,871.93,-0.3215,1.6094,3.062,0.058213,3.6335,14.202,0.0393,6.89E-06,-0.56807,3.601,0.0003472,0.0022227,0.041603,4.2276,0.0020464,0.002202,0.17353,3.785,0.010962
0.2,379,5.7784,0.36345,-0.15145,3.5239,0.0016905,3.47E-07,1.061,5.3262,0.85576,0.0016249,-1.363,6.2189,0.83035,0.0096525,-0.38854,2.9663,0.027097,9.39E-05,-0.0047455,2.6996,42.21,871.93,-0.3215,1.6094,3.062,0.058213,3.6335,14.202,0.0393,6.89E-06,-0.56807,3.601,0.0003472,0.0022227,0.041603,4.2276,0.0020464,0.002202,0.17353,3.785,0.022727
0.01,563,5.8135,0.28366,-0.14327,3.0125,0.0011476,1.15E-08,0.21535,2.6433,0.8689,0.00064996,-0.57841,2.4052,0.89347,0.0042439,-0.5655,2.8315,0.022207,4.68E-05,-0.2701,3.4201,43.112,809.69,-0.31248,1.6462,3.0498,0.047375,4.1386,18.128,0.033299,1.61E-06,-0.42809,3.536,0.0015345,0.0021175,-0.13823,3.9575,0.00066968,0.002239,0.12554,3.5535,3.93E-06
0.05,563,5.8135,0.28366,-0.14327,3.0125,0.0011476,1.15E-08,0.21535,2.6433,0.8689,0.00064996,-0.57841,2.4052,0.89347,0.0042439,-0.5655,2.8315,0.022207,4.68E-05,-0.2701,3.4201,43.112,809.69,-0.31248,1.6462,3.0498,0.047375,4.1386,18.128,0.033299,1.61E-06,-0.42809,3.536,0.0015345,0.0021175,-0.13823,3.9575,0.00066968,0.002239,0.12554,3.5535,0.0004878
0.1,563,5.8135,0.28366,-0.14327,3.0125,0.0011476,1.15E-08,0.21535,2.6433,0.8689,0.00064996,-0.57841,2.4052,0.89347,0.0042439,-0.5655,2.8315,0.022207,4.68E-05,-0.2701,3.4201,43.112,809.69,-0.31248,1.6462,3.0498,0.047375,4.1386,18.128,0.033299,1.61E-06,-0.42809,3.536,0.0015345,0.0021175,-0.13823,3.9575,0.00066968,0.002239,0.12554,3.5535,0.003649
0.15,563,5.8135,0.28366,-0.14327,3.0125,0.0011476,1.15E-08,0.21535,2.6433,0.8689,0.00064996,-0.57841,2.4052,0.89347,0.0042439,-0.5655,2.8315,0.022207,4.68E-05,-0.2701,3.4201,43.112,809.69,-0.31248,1.6462,3.0498,0.047375,4.1386,18.128,0.033299,1.61E-06,-0.42809,3.536,0.0015345,0.0021175,-0.13823,3.9575,0.00066968,0.002239,0.12554,3.5535,0.010995
0.2,563,5.8135,0.28366,-0.14327,3.0125,0.0011476,1.15E-08,0.21535,2.6433,0.8689,0.00064996,-0.57841,2.4052,0.89347,0.0042439,-0.5655,2.8315,0.022207,4.68E-05,-0.2701,3.4201,43.112,809.69,-0.31248,1.6462,3.0498,0.047375,4.1386,18.128,0.033299,1.61E-06,-0.42809,3.536,0.0015345,0.0021175,-0.13823,3.9575,0.00066968,0.002239,0.12554,3.5535,0.022702
0.01,408,5.8211,0.27995,-0.15786,3.0766,0.0015664,3.52E-08,0.10649,2.8617,0.86777,0.0007005,-0.59886,2.3476,0.88894,0.0041689,-0.22329,2.3199,0.026,6.55E-05,-0.27882,3.299,42.673,812.32,-0.28772,1.6071,3.0498,0.047388,4.1388,18.129,0.038759,2.26E-06,-0.14989,3.2482,3.66E-05,0.0021962,-0.044803,4.5449,0.0016901,0.0023501,0.033428,3.4793,4.43E-06
0.05,408,5.8211,0.27995,-0.15786,3.0766,0.0015664,3.52E-08,0.10649,2.8617,0.86777,0.0007005,-0.59886,2.3476,0.88894,0.0041689,-0.22329,2.3199,0.026,6.55E-05,-0.27882,3.299,42.673,812.32,-0.28772,1.6071,3.0498,0.047388,4.1388,18.129,0.038759,2.26E-06,-0.14989,3.2482,3.66E-05,0.0021962,-0.044803,4.5449,0.0016901,0.0023501,0.033428,3.4793,0.00054583
0.1,408,5.8211,0.27995,-0.15786,3.0766,0.0015664,3.52E-08,0.10649,2.8617,0.86777,0.0007005,-0.59886,2.3476,0.88894,0.0041689,-0.22329,2.3199,0.026,6.55E-05,-0.27882,3.299,42.673,812.32,-0.28772,1.6071,3.0498,0.047388,4.1388,18.129,0.038759,2.26E-06,-0.14989,3.2482,3.66E-05,0.0021962,-0.044803,4.5449,0.0016901,0.0023501,0.033428,3.4793,0.0040063
0.15,408,5.8211,0.27995,-0.15786,3.0766,0.0015664,3.52E-08,0.10649,2.8617,0.86777,0.0007005,-0.59886,2.3476,0.88894,0.0041689,-0.22329,2.3199,0.026,6.55E-05,-0.27882,3.299,42.673,812.32,-0.28772,1.6071,3.0498,0.047388,4.1388,18.129,0.038759,2.26E-06,-0.14989,3.2482,3.66E-05,0.0021962,-0.044803,4.5449,0.0016901,0.0023501,0.033428,3.4793,0.011796
0.2,408,5.8211,0.27995,-0.15786,3.0766,0.0015664,3.52E-08,0.10649,2.8617,0.86777,0.0007005,-0.59886,2.3476,0.88894,0.0041689,-0.22329,2.3199,0.026,6.55E-05,-0.27882,3.299,42.673,812.32,-0.28772,1.6071,3.0498,0.047388,4.1388,18.129,0.038759,2.26E-06,-0.14989,3.2482,3.66E-05,0.0021962,-0.044803,4.5449,0.0016901,0.0023501,0.033428,3.4793,0.023844
0.01,557,5.8402,0.39708,-0.035226,3.356,0.0011541,7.24E-08,0.42071,3.8379,0.83955,0.001514,-1.1113,5.1127,0.83497,0.011577,-0.6668,3.139,0.02248,7.76E-05,-0.081001,2.5457,43.775,736.27,-0.19179,1.7082,3.0423,0.040543,4.5485,21.689,0.03168,6.71E-06,-0.14638,2.8975,0.00012166,0.0026509,0.019757,3.5421,-0.0011443,0.0027593,0.033972,3.7422,2.99E-06
0.05,557,5.8402,0.39708,-0.035226,3.356,0.0011541,7.24E-08,0.42071,3.8379,0.83955,0.001514,-1.1113,5.1127,0.83497,0.011577,-0.6668,3.139,0.02248,7.76E-05,-0.081001,2.5457,43.775,736.27,-0.19179,1.7082,3.0423,0.040543,4.5485,21.689,0.03168,6.71E-06,-0.14638,2.8975,0.00012166,0.0026509,0.019757,3.5421,-0.0011443,0.0027593,0.033972,3.7422,0.00037464
0.1,557,5.8402,0.39708,-0.035226,3.356,0.0011541,7.24E-08,0.42071,3.8379,0.83955,0.001514,-1.1113,5.1127,0.83497,0.011577,-0.6668,3.139,0.02248,7.76E-05,-0.081001,2.5457,43.775,736.27,-0.19179,1.7082,3.0423,0.040543,4.5485,21.689,0.03168,6.71E-06,-0.14638,2.8975,0.00012166,0.0026509,0.019757,3.5421,-0.0011443,0.0027593,0.033972,3.7422,0.0028674
0.15,557,5.8402,0.39708,-0.035226,3.356,0.0011541,7.24E-08,0.42071,3.8379,0.83955,0.001514,-1.1113,5.1127,0.83497,0.011577,-0.6668,3.139,0.02248,7.76E-05,-0.081001,2.5457,43.775,736.27,-0.19179,1.7082,3.0423,0.040543,4.5485,21.689,0.03168,6.71E-06,-0.14638,2.8975,0.00012166,0.0026509,0.019757,3.5421,-0.0011443,0.0027593,0.033972,3.7422,0.0088869
0.2,557,5.8402,0.39708,-0.035226,3.356,0.0011541,7.24E-08,0.42071,3.8379,0.83955,0.001514,-1.1113,5.1127,0.83497,0.011577,-0.6668,3.139,0.02248,7.76E-05,-0.081001,2.5457,43.775,736.27,-0.19179,1.7082,3.0423,0.040543,4.5485,21.689,0.03168,6.71E-06,-0.14638,2.8975,0.00012166,0.0026509,0.019757,3.5421,-0.0011443,0.0027593,0.033972,3.7422,0.018845
0.01,793,5.831,0.31737,-0.40103,3.7645,0.00079885,5.55E-08,0.88021,4.1896,0.85581,0.0013598,-1.2812,5.4276,0.84509,0.0097699,-0.61944,3.0379,0.018443,4.21E-05,-0.13236,2.6762,42.572,802.31,-0.31075,1.6275,3.0439,0.041973,4.4542,20.84,0.026979,3.07E-06,-0.42075,3.1432,-4.99E-05,0.0024159,0.040339,3.9063,0.0012557,0.0020146,0.14818,3.5888,3.80E-06
0.05,793,5.831,0.31737,-0.40103,3.7645,0.00079885,5.55E-08,0.88021,4.1896,0.85581,0.0013598,-1.2812,5.4276,0.84509,0.0097699,-0.61944,3.0379,0.018443,4.21E-05,-0.13236,2.6762,42.572,802.31,-0.31075,1.6275,3.0439,0.041973,4.4542,20.84,0.026979,3.07E-06,-0.42075,3.1432,-4.99E-05,0.0024159,0.040339,3.9063,0.0012557,0.0020146,0.14818,3.5888,0.00047208
0.1,793,5.831,0.31737,-0.40103,3.7645,0.00079885,5.55E-08,0.88021,4.1896,0.85581,0.0013598,-1.2812,5.4276,0.84509,0.0097699,-0.61944,3.0379,0.018443,4.21E-05,-0.13236,2.6762,42.572,802.31,-0.31075,1.6275,3.0439,0.041973,4.4542,20.84,0.026979,3.07E-06,-0.42075,3.1432,-4.99E-05,0.0024159,0.040339,3.9063,0.0012557,0.0020146,0.14818,3.5888,0.003542
0.15,793,5.831,0.31737,-0.40103,3.7645,0.00079885,5.55E-08,0.88021,4.1896,0.85581,0.0013598,-1.2812,5.4276,0.84509,0.0097699,-0.61944,3.0379,0.018443,4.21E-05,-0.13236,2.6762,42.572,802.31,-0.31075,1.6275,3.0439,0.041973,4.4542,20.84,0.026979,3.07E-06,-0.42075,3.1432,-4.99E-05,0.0024159,0.040339,3.9063,0.0012557,0.0020146,0.14818,3.5888,0.010695
0.2,793,5.831,0.31737,-0.40103,3.7645,0.00079885,5.55E-08,0.88021,4.1896,0.85581,0.0013598,-1.2812,5.4276,0.84509,0.0097699,-0.61944,3.0379,0.018443,4.21E-05,-0.13236,2.6762,42.572,802.31,-0.31075,1.6275,3.0439,0.041973,4.4542,20.84,0.026979,3.07E-06,-0.42075,3.1432,-4.99E-05,0.0024159,0.040339,3.9063,0.0012557,0.0020146,0.14818,3.5888,0.02208
0.01,530,5.8019,0.37467,-0.10793,3.3075,0.0011881,1.92E-07,1.0454,4.9879,0.84633,0.0023488,-1.8035,8.4743,0.8171,0.014011,-0.65056,3.3239,0.022592,7.68E-05,0.074733,2.8728,42.795,801.12,-0.30391,1.6244,3.0537,0.050829,3.9614,16.693,0.032267,6.90E-06,-0.55981,3.9094,-0.001193,0.0027381,-0.18759,3.9302,-0.00039991,0.0023761,-0.11798,4.0386,3.09E-06
0.05,530,5.8019,0.37467,-0.10793,3.3075,0.0011881,1.92E-07,1.0454,4.9879,0.84633,0.0023488,-1.8035,8.4743,0.8171,0.014011,-0.65056,3.3239,0.022592,7.68E-05,0.074733,2.8728,42.795,801.12,-0.30391,1.6244,3.0537,0.050829,3.9614,16.693,0.032267,6.90E-06,-0.55981,3.9094,-0.001193,0.0027381,-0.18759,3.9302,-0.00039991,0.0023761,-0.11798,4.0386,0.00038712
0.1,530,5.8019,0.37467,-0.10793,3.3075,0.0011881,1.92E-07,1.0454,4.9879,0.84633,0.0023488,-1.8035,8.4743,0.8171,0.014011,-0.65056,3.3239,0.022592,7.68E-05,0.074733,2.8728,42.795,801.12,-0.30391,1.6244,3.0537,0.050829,3.9614,16.693,0.032267,6.90E-06,-0.55981,3.9094,-0.001193,0.0027381,-0.18759,3.9302,-0.00039991,0.0023761,-0.11798,4.0386,0.0029618
0.15,530,5.8019,0.37467,-0.10793,3.3075,0.0011881,1.92E-07,1.0454,4.9879,0.84633,0.0023488,-1.8035,8.4743,0.8171,0.014011,-0.65056,3.3239,0.022592,7.68E-05,0.074733,2.8728,42.795,801.12,-0.30391,1.6244,3.0537,0.050829,3.9614,16.693,0.032267,6.90E-06,-0.55981,3.9094,-0.001193,0.0027381,-0.18759,3.9302,-0.00039991,0.0023761,-0.11798,4.0386,0.0091734
0.2,530,5.8019,0.37467,-0.10793,3.3075,0.0011881,1.92E-07,1.0454,4.9879,0.84633,0.0023488,-1.8035,8.4743,0.8171,0.014011,-0.65056,3.3239,0.022592,7.68E-05,0.074733,2.8728,42.795,801.12,-0.30391,1.6244,3.0537,0.050829,3.9614,16.693,0.032267,6.90E-06,-0.55981,3.9094,-0.001193,0.0027381,-0.18759,3.9302,-0.00039991,0.0023761,-0.11798,4.0386,0.019437
0.01,749,5.7984,0.28952,-0.11926,2.9028,0.00085833,9.27E-09,0.30181,3.1121,0.85909,0.00079248,-0.53293,2.5059,0.87554,0.0067542,-0.55518,2.6972,0.019304,3.95E-05,-0.15067,2.8209,43.272,770.26,-0.26846,1.6539,3.0491,0.046743,4.1724,18.409,0.028449,1.98E-06,-0.83645,5.5436,0.00061227,0.0025777,0.11306,3.6956,0.00019354,0.0020798,-0.071883,3.6914,3.48E-06
0.05,749,5.7984,0.28952,-0.11926,2.9028,0.00085833,9.27E-09,0.30181,3.1121,0.85909,0.00079248,-0.53293,2.5059,0.87554,0.0067542,-0.55518,2.6972,0.019304,3.95E-05,-0.15067,2.8209,43.272,770.26,-0.26846,1.6539,3.0491,0.046743,4.1724,18.409,0.028449,1.98E-06,-0.83645,5.5436,0.00061227,0.0025777,0.11306,3.6956,0.00019354,0.0020798,-0.071883,3.6914,0.00043296
0.1,749,5.7984,0.28952,-0.11926,2.9028,0.00085833,9.27E-09,0.30181,3.1121,0.85909,0.00079248,-0.53293,2.5059,0.87554,0.0067542,-0.55518,2.6972,0.019304,3.95E-05,-0.15067,2.8209,43.272,770.26,-0.26846,1.6539,3.0491,0.046743,4.1724,18.409,0.028449,1.98E-06,-0.83645,5.5436,0.00061227,0.0025777,0.11306,3.6956,0.00019354,0.0020798,-0.071883,3.6914,0.0032685
0.15,749,5.7984,0.28952,-0.11926,2.9028,0.00085833,9.27E-09,0.30181,3.1121,0.85909,0.00079248,-0.53293,2.5059,0.87554,0.0067542,-0.55518,2.6972,0.019304,3.95E-05,-0.15067,2.8209,43.272,770.26,-0.26846,1.6539,3.0491,0.046743,4.1724,18.409,0.028449,1.98E-06,-0.83645,5.5436,0.00061227,0.0025777,0.11306,3.6956,0.00019354,0.0020798,-0.071883,3.6914,0.00996
0.2,749,5.7984,0.28952,-0.11926,2.9028,0.00085833,9.27E-09,0.30181,3.1121,0.85909,0.00079248,-0.53293,2.5059,0.87554,0.0067542,-0.55518,2.6972,0.019304,3.95E-05,-0.15067,2.8209,43.272,770.26,-0.26846,1.6539,3.0491,0.046743,4.1724,18.409,0.028449,1.98E-06,-0.83645,5.5436,0.00061227,0.0025777,0.11306,3.6956,0.00019354,0.0020798,-0.071883,3.6914,0.020778
0.01,379,5.8892,0.25753,-0.18488,3.6286,0.0017045,6.68E-08,0.14527,3.1857,0.85925,0.00083991,-0.93113,4.0109,0.87388,0.0068174,-0.42691,2.4921,0.026748,8.41E-05,-0.22197,2.7993,43.195,767.38,-0.25287,1.6446,3.029,0.028165,5.6173,32.554,0.03989,5.09E-06,-0.21437,3.1986,0.00073606,0.0022152,0.067837,4.1037,-0.0010067,0.0017841,0.086936,3.6668,3.67E-06
0.05,379,5.8892,0.25753,-0.18488,3.6286,0.0017045,6.68E-08,0.14527,3.1857,0.85925,0.00083991,-0.93113,4.0109,0.87388,0.0068174,-0.42691,2.4921,0.026748,8.41E-05,-0.22197,2.7993,43.195,767.38,-0.25287,1.6446,3.029,0.028165,5.6173,32.554,0.03989,5.09E-06,-0.21437,3.1986,0.00073606,0.0022152,0.067837,4.1037,-0.0010067,0.0017841,0.086936,3.6668,0.00045555
0.1,379,5.8892,0.25753,-0.18488,3.6286,0.0017045,6.68E-08,0.14527,3.1857,0.85925,0.00083991,-0.93113,4.0109,0.87388,0.0068174,-0.42691,2.4921,0.026748,8.41E-05,-0.22197,2.7993,43.195,767.38,-0.25287,1.6446,3.029,0.028165,5.6173,32.554,0.03989,5.09E-06,-0.21437,3.1986,0.00073606,0.0022152,0.067837,4.1037,-0.0010067,0.0017841,0.086936,3.6668,0.0034033
0.15,379,5.8892,0.25753,-0.18488,3.6286,0.0017045,6.68E-08,0.14527,3.1857,0.85925,0.00083991,-0.93113,4.0109,0.87388,0.0068174,-0.42691,2.4921,0.026748,8.41E-05,-0.22197,2.7993,43.195,767.38,-0.25287,1.6446,3.029,0.028165,5.6173,32.554,0.03989,5.09E-06,-0.21437,3.1986,0.00073606,0.0022152,0.067837,4.1037,-0.0010067,0.0017841,0.086936,3.6668,0.010246
0.2,379,5.8892,0.25753,-0.18488,3.6286,0.0017045,6.68E-08,0.14527,3.1857,0.85925,0.00083991,-0.93113,4.0109,0.87388,0.0068174,-0.42691,2.4921,0.026748,8.41E-05,-0.22197,2.7993,43.195,767.38,-0.25287,1.6446,3.029,0.028165,5.6173,32.554,0.03989,5.09E-06,-0.21437,3.1986,0.00073606,0.0022152,0.067837,4.1037,-0.0010067,0.0017841,0.086936,3.6668,0.021149
0.01,618,5.8301,0.26768,-0.41912,3.7509,0.0010328,4.13E-08,0.21808,3.0137,0.85509,0.00091126,-0.90008,3.6643,0.86157,0.0080258,-0.61457,3.0408,0.021123,5.31E-05,-0.1908,2.7143,43.097,758.99,-0.2778,1.6416,3.043,0.041187,4.5055,21.3,0.030873,3.18E-06,-0.26524,3.1793,0.00096967,0.0025423,-0.029678,3.8546,0.0010479,0.0018839,0.0176,2.9479,3.24E-06
0.05,618,5.8301,0.26768,-0.41912,3.7509,0.0010328,4.13E-08,0.21808,3.0137,0.85509,0.00091126,-0.90008,3.6643,0.86157,0.0080258,-0.61457,3.0408,0.021123,5.31E-05,-0.1908,2.7143,43.097,758.99,-0.2778,1.6416,3.043,0.041187,4.5055,21.3,0.030873,3.18E-06,-0.26524,3.1793,0.00096967,0.0025423,-0.029678,3.8546,0.0010479,0.0018839,0.0176,2.9479,0.00040428
