Relative density,Number of polygonal cells,Mean of cell edge number,Variance of cell edge number,Skewness of cell edge number,Kurtosis of cell edge number,Mean of cell area,Variance of cell area,Skewness of cell area,Kurtosis of cell area,Mean of cell compactness,Variance of cell compactness,Skewness of cell compactness,Kurtosis of cell compactness,Mean of cell eccentricity,Variance of cell eccentricity,Skewness of cell eccentricity,Kurtosis of cell eccentricity,Mean of strut length,Variance of strut length,Skewness of strut length,Kurtosis of strut length,Mean of strut orientation,Variance of strut orientation,Skewness of strut orientation,Kurtosis of strut orientation,Mean of nodal connectivity,Variance of nodal connectivity,Skewness of nodal connectivity,Kurtosis of nodal connectivity,Mean of neighboring seed distance,Variance of neighboring seed distance,Skewness of neighboring seed distance,Kurtosis of neighboring seed distance,Mean of neighboring seed angle sine,Variance of neighboring seed angle sine,Skewness of neighboring seed angle sine,Kurtosis of neighboring seed angle sine,Mean of neighboring seed angle cosine,Variance of neighboring seed angle cosine,Skewness of neighboring seed angle cosine,Kurtosis of neighboring seed angle cosine,Relative stiffness
0.2,1230,5.0024,1.1448,0.44172,3.2561,0.00051513,2.10E-08,0.87119,3.5151,0.71861,0.0043351,0.027579,2.606,0.84334,0.011681,-0.86637,3.4701,0.01877,0.00010572,-0.31181,1.5013,44.486,806.57,0.12255,1.717,3.3291,0.37031,1.8833,6.2199,0.018118,8.70E-06,0.39499,3.0188,-0.0011601,0.014048,0.074071,2.6545,0.00052337,0.013726,0.057007,2.8071,0.029836
0.01,1093,5.0631,1.4127,0.31679,2.8529,0.0005868,3.91E-08,0.53167,2.9672,0.71679,0.0055269,-0.23778,2.6146,0.84399,0.012762,-0.91433,3.6038,0.019794,0.00011835,-0.27029,1.5344,43.898,780.98,0.14082,1.7474,3.3049,0.31952,1.8581,6.2061,0.01892,1.09E-05,0.53364,3.1653,0.0016561,0.01467,-0.0090405,2.6634,-0.0017143,0.01263,-0.016649,2.7918,8.82E-06
0.05,1093,5.0631,1.4127,0.31679,2.8529,0.0005868,3.91E-08,0.53167,2.9672,0.71679,0.0055269,-0.23778,2.6146,0.84399,0.012762,-0.91433,3.6038,0.019794,0.00011835,-0.27029,1.5344,43.898,780.98,0.14082,1.7474,3.3049,0.31952,1.8581,6.2061,0.01892,1.09E-05,0.53364,3.1653,0.0016561,0.01467,-0.0090405,2.6634,-0.0017143,0.01263,-0.016649,2.7918,0.0010176
0.1,1093,5.0631,1.4127,0.31679,2.8529,0.0005868,3.91E-08,0.53167,2.9672,0.71679,0.0055269,-0.23778,2.6146,0.84399,0.012762,-0.91433,3.6038,0.019794,0.00011835,-0.27029,1.5344,43.898,780.98,0.14082,1.7474,3.3049,0.31952,1.8581,6.2061,0.01892,1.09E-05,0.53364,3.1653,0.0016561,0.01467,-0.0090405,2.6634,-0.0017143,0.01263,-0.016649,2.7918,0.0065339
0.15,1093,5.0631,1.4127,0.31679,2.8529,0.0005868,3.91E-08,0.53167,2.9672,0.71679,0.0055269,-0.23778,2.6146,0.84399,0.012762,-0.91433,3.6038,0.019794,0.00011835,-0.27029,1.5344,43.898,780.98,0.14082,1.7474,3.3049,0.31952,1.8581,6.2061,0.01892,1.09E-05,0.53364,3.1653,0.0016561,0.01467,-0.0090405,2.6634,-0.0017143,0.01263,-0.016649,2.7918,0.017054
0.2,1093,5.0631,1.4127,0.31679,2.8529,0.0005868,3.91E-08,0.53167,2.9672,0.71679,0.0055269,-0.23778,2.6146,0.84399,0.012762,-0.91433,3.6038,0.019794,0.00011835,-0.27029,1.5344,43.898,780.98,0.14082,1.7474,3.3049,0.31952,1.8581,6.2061,0.01892,1.09E-05,0.53364,3.1653,0.0016561,0.01467,-0.0090405,2.6634,-0.0017143,0.01263,-0.016649,2.7918,0.031434
0.01,388,5.4768,0.25011,0.092884,1.0086,0.0017033,4.01E-09,-0.092884,1.0086,0.87283,0.0010604,0.092884,1.0086,0.89855,0.00096698,-0.092882,1.0086,0.028579,3.55E-05,1.477,3.8682,40.7,1036.8,-0.29473,1.5214,3.1435,0.12311,2.0335,5.1353,0.042318,2.52E-12,-0.14288,1.9046,-0.0011161,0.0052613,-0.0064768,3.2567,-1.63E-05,0.0022038,-0.0079574,5.9675,9.32E-06
0.05,388,5.4768,0.25011,0.092884,1.0086,0.0017033,4.01E-09,-0.092884,1.0086,0.87283,0.0010604,0.092884,1.0086,0.89855,0.00096698,-0.092882,1.0086,0.028579,3.55E-05,1.477,3.8682,40.7,1036.8,-0.29473,1.5214,3.1435,0.12311,2.0335,5.1353,0.042318,2.52E-12,-0.14288,1.9046,-0.0011161,0.0052613,-0.0064768,3.2567,-1.63E-05,0.0022038,-0.0079574,5.9675,0.001074
0.1,388,5.4768,0.25011,0.092884,1.0086,0.0017033,4.01E-09,-0.092884,1.0086,0.87283,0.0010604,0.092884,1.0086,0.89855,0.00096698,-0.092882,1.0086,0.028579,3.55E-05,1.477,3.8682,40.7,1036.8,-0.29473,1.5214,3.1435,0.12311,2.0335,5.1353,0.042318,2.52E-12,-0.14288,1.9046,-0.0011161,0.0052613,-0.0064768,3.2567,-1.63E-05,0.0022038,-0.0079574,5.9675,0.006762
0.15,388,5.4768,0.25011,0.092884,1.0086,0.0017033,4.01E-09,-0.092884,1.0086,0.87283,0.0010604,0.092884,1.0086,0.89855,0.00096698,-0.092882,1.0086,0.028579,3.55E-05,1.477,3.8682,40.7,1036.8,-0.29473,1.5214,3.1435,0.12311,2.0335,5.1353,0.042318,2.52E-12,-0.14288,1.9046,-0.0011161,0.0052613,-0.0064768,3.2567,-1.63E-05,0.0022038,-0.0079574,5.9675,0.017225
0.2,388,5.4768,0.25011,0.092884,1.0086,0.0017033,4.01E-09,-0.092884,1.0086,0.87283,0.0010604,0.092884,1.0086,0.89855,0.00096698,-0.092882,1.0086,0.028579,3.55E-05,1.477,3.8682,40.7,1036.8,-0.29473,1.5214,3.1435,0.12311,2.0335,5.1353,0.042318,2.52E-12,-0.14288,1.9046,-0.0011161,0.0052613,-0.0064768,3.2567,-1.63E-05,0.0022038,-0.0079574,5.9675,0.031368
0.01,410,5.5073,0.25545,0.027615,1.1474,0.0015126,1.53E-08,0.068548,3.1902,0.87215,0.0010299,0.057502,1.0422,0.88769,0.0028023,0.25728,1.7891,0.026948,3.78E-05,0.87073,4.0185,40.92,1026.3,-0.28683,1.5173,3.1469,0.12546,1.9953,4.9812,0.039499,3.81E-07,-0.65912,4.3438,0.00097112,0.0055222,0.068284,3.0567,0.0012461,0.0020191,0.088801,6.0312,9.68E-06
0.05,410,5.5073,0.25545,0.027615,1.1474,0.0015126,1.53E-08,0.068548,3.1902,0.87215,0.0010299,0.057502,1.0422,0.88769,0.0028023,0.25728,1.7891,0.026948,3.78E-05,0.87073,4.0185,40.92,1026.3,-0.28683,1.5173,3.1469,0.12546,1.9953,4.9812,0.039499,3.81E-07,-0.65912,4.3438,0.00097112,0.0055222,0.068284,3.0567,0.0012461,0.0020191,0.088801,6.0312,0.001107
0.1,410,5.5073,0.25545,0.027615,1.1474,0.0015126,1.53E-08,0.068548,3.1902,0.87215,0.0010299,0.057502,1.0422,0.88769,0.0028023,0.25728,1.7891,0.026948,3.78E-05,0.87073,4.0185,40.92,1026.3,-0.28683,1.5173,3.1469,0.12546,1.9953,4.9812,0.039499,3.81E-07,-0.65912,4.3438,0.00097112,0.0055222,0.068284,3.0567,0.0012461,0.0020191,0.088801,6.0312,0.0068814
0.15,410,5.5073,0.25545,0.027615,1.1474,0.0015126,1.53E-08,0.068548,3.1902,0.87215,0.0010299,0.057502,1.0422,0.88769,0.0028023,0.25728,1.7891,0.026948,3.78E-05,0.87073,4.0185,40.92,1026.3,-0.28683,1.5173,3.1469,0.12546,1.9953,4.9812,0.039499,3.81E-07,-0.65912,4.3438,0.00097112,0.0055222,0.068284,3.0567,0.0012461,0.0020191,0.088801,6.0312,0.017336
0.2,410,5.5073,0.25545,0.027615,1.1474,0.0015126,1.53E-08,0.068548,3.1902,0.87215,0.0010299,0.057502,1.0422,0.88769,0.0028023,0.25728,1.7891,0.026948,3.78E-05,0.87073,4.0185,40.92,1026.3,-0.28683,1.5173,3.1469,0.12546,1.9953,4.9812,0.039499,3.81E-07,-0.65912,4.3438,0.00097112,0.0055222,0.068284,3.0567,0.0012461,0.0020191,0.088801,6.0312,0.031321
0.01,440,5.7159,0.30863,0.0074713,2.4727,0.001382,5.32E-08,0.46415,3.2712,0.87391,0.00084483,-0.26268,1.3204,0.86462,0.0051911,0.14807,2.138,0.024735,4.80E-05,-0.11189,4.0717,40.962,993.35,-0.31513,1.573,3.0822,0.075498,3.0432,10.261,0.036975,1.31E-06,-0.49357,2.9675,0.0024446,0.0034097,0.24263,3.9463,-0.00015338,0.00183,-0.011164,5.4036,6.19E-06
0.05,440,5.7159,0.30863,0.0074713,2.4727,0.001382,5.32E-08,0.46415,3.2712,0.87391,0.00084483,-0.26268,1.3204,0.86462,0.0051911,0.14807,2.138,0.024735,4.80E-05,-0.11189,4.0717,40.962,993.35,-0.31513,1.573,3.0822,0.075498,3.0432,10.261,0.036975,1.31E-06,-0.49357,2.9675,0.0024446,0.0034097,0.24263,3.9463,-0.00015338,0.00183,-0.011164,5.4036,0.00074221
0.1,440,5.7159,0.30863,0.0074713,2.4727,0.001382,5.32E-08,0.46415,3.2712,0.87391,0.00084483,-0.26268,1.3204,0.86462,0.0051911,0.14807,2.138,0.024735,4.80E-05,-0.11189,4.0717,40.962,993.35,-0.31513,1.573,3.0822,0.075498,3.0432,10.261,0.036975,1.31E-06,-0.49357,2.9675,0.0024446,0.0034097,0.24263,3.9463,-0.00015338,0.00183,-0.011164,5.4036,0.0051088
0.15,440,5.7159,0.30863,0.0074713,2.4727,0.001382,5.32E-08,0.46415,3.2712,0.87391,0.00084483,-0.26268,1.3204,0.86462,0.0051911,0.14807,2.138,0.024735,4.80E-05,-0.11189,4.0717,40.962,993.35,-0.31513,1.573,3.0822,0.075498,3.0432,10.261,0.036975,1.31E-06,-0.49357,2.9675,0.0024446,0.0034097,0.24263,3.9463,-0.00015338,0.00183,-0.011164,5.4036,0.014067
0.2,440,5.7159,0.30863,0.0074713,2.4727,0.001382,5.32E-08,0.46415,3.2712,0.87391,0.00084483,-0.26268,1.3204,0.86462,0.0051911,0.14807,2.138,0.024735,4.80E-05,-0.11189,4.0717,40.962,993.35,-0.31513,1.573,3.0822,0.075498,3.0432,10.261,0.036975,1.31E-06,-0.49357,2.9675,0.0024446,0.0034097,0.24263,3.9463,-0.00015338,0.00183,-0.011164,5.4036,0.026973
0.01,611,5.8052,0.33414,0.039121,2.6961,0.0010632,8.44E-08,0.82777,4.3964,0.86976,0.00097945,-0.68621,2.7742,0.83688,0.0083932,-0.14497,2.456,0.021147,4.23E-05,-0.10147,3.2632,41.242,950.97,-0.37313,1.6299,3.049,0.046634,4.1788,18.462,0.031651,2.70E-06,-0.40698,3.2348,-4.46E-05,0.0027776,-0.099853,4.207,-0.00050924,0.001502,0.0010968,5.3695,5.04E-06
0.05,611,5.8052,0.33414,0.039121,2.6961,0.0010632,8.44E-08,0.82777,4.3964,0.86976,0.00097945,-0.68621,2.7742,0.83688,0.0083932,-0.14497,2.456,0.021147,4.23E-05,-0.10147,3.2632,41.242,950.97,-0.37313,1.6299,3.049,0.046634,4.1788,18.462,0.031651,2.70E-06,-0.40698,3.2348,-4.46E-05,0.0027776,-0.099853,4.207,-0.00050924,0.001502,0.0010968,5.3695,0.00061563
0.1,611,5.8052,0.33414,0.039121,2.6961,0.0010632,8.44E-08,0.82777,4.3964,0.86976,0.00097945,-0.68621,2.7742,0.83688,0.0083932,-0.14497,2.456,0.021147,4.23E-05,-0.10147,3.2632,41.242,950.97,-0.37313,1.6299,3.049,0.046634,4.1788,18.462,0.031651,2.70E-06,-0.40698,3.2348,-4.46E-05,0.0027776,-0.099853,4.207,-0.00050924,0.001502,0.0010968,5.3695,0.0044254
0.15,611,5.8052,0.33414,0.039121,2.6961,0.0010632,8.44E-08,0.82777,4.3964,0.86976,0.00097945,-0.68621,2.7742,0.83688,0.0083932,-0.14497,2.456,0.021147,4.23E-05,-0.10147,3.2632,41.242,950.97,-0.37313,1.6299,3.049,0.046634,4.1788,18.462,0.031651,2.70E-06,-0.40698,3.2348,-4.46E-05,0.0027776,-0.099853,4.207,-0.00050924,0.001502,0.0010968,5.3695,0.012769
0.2,611,5.8052,0.33414,0.039121,2.6961,0.0010632,8.44E-08,0.82777,4.3964,0.86976,0.00097945,-0.68621,2.7742,0.83688,0.0083932,-0.14497,2.456,0.021147,4.23E-05,-0.10147,3.2632,41.242,950.97,-0.37313,1.6299,3.049,0.046634,4.1788,18.462,0.031651,2.70E-06,-0.40698,3.2348,-4.46E-05,0.0027776,-0.099853,4.207,-0.00050924,0.001502,0.0010968,5.3695,0.025431
0.01,440,5.8068,0.33845,-0.089405,2.9728,0.001387,2.10E-07,1.041,4.8345,0.86293,0.0011483,-0.86844,3.7847,0.81795,0.0098887,-0.14644,2.6339,0.024261,7.20E-05,-0.053678,2.7931,41.078,973.62,-0.32738,1.6143,3.0498,0.04735,4.1404,18.143,0.03564,4.52E-06,0.19111,3.7255,8.43E-05,0.0025276,0.012889,4.4919,0.00026721,0.0018112,-0.15402,4.2103,4.68E-06
0.05,440,5.8068,0.33845,-0.089405,2.9728,0.001387,2.10E-07,1.041,4.8345,0.86293,0.0011483,-0.86844,3.7847,0.81795,0.0098887,-0.14644,2.6339,0.024261,7.20E-05,-0.053678,2.7931,41.078,973.62,-0.32738,1.6143,3.0498,0.04735,4.1404,18.143,0.03564,4.52E-06,0.19111,3.7255,8.43E-05,0.0025276,0.012889,4.4919,0.00026721,0.0018112,-0.15402,4.2103,0.00057429
0.1,440,5.8068,0.33845,-0.089405,2.9728,0.001387,2.10E-07,1.041,4.8345,0.86293,0.0011483,-0.86844,3.7847,0.81795,0.0098887,-0.14644,2.6339,0.024261,7.20E-05,-0.053678,2.7931,41.078,973.62,-0.32738,1.6143,3.0498,0.04735,4.1404,18.143,0.03564,4.52E-06,0.19111,3.7255,8.43E-05,0.0025276,0.012889,4.4919,0.00026721,0.0018112,-0.15402,4.2103,0.0041752
0.15,440,5.8068,0.33845,-0.089405,2.9728,0.001387,2.10E-07,1.041,4.8345,0.86293,0.0011483,-0.86844,3.7847,0.81795,0.0098887,-0.14644,2.6339,0.024261,7.20E-05,-0.053678,2.7931,41.078,973.62,-0.32738,1.6143,3.0498,0.04735,4.1404,18.143,0.03564,4.52E-06,0.19111,3.7255,8.43E-05,0.0025276,0.012889,4.4919,0.00026721,0.0018112,-0.15402,4.2103,0.012153
0.2,440,5.8068,0.33845,-0.089405,2.9728,0.001387,2.10E-07,1.041,4.8345,0.86293,0.0011483,-0.86844,3.7847,0.81795,0.0098887,-0.14644,2.6339,0.024261,7.20E-05,-0.053678,2.7931,41.078,973.62,-0.32738,1.6143,3.0498,0.04735,4.1404,18.143,0.03564,4.52E-06,0.19111,3.7255,8.43E-05,0.0025276,0.012889,4.4919,0.00026721,0.0018112,-0.15402,4.2103,0.024305
0.01,519,5.5645,0.25403,-0.16972,1.2602,0.0012144,3.19E-09,0.13318,2.1868,0.87398,0.00098737,-0.069346,1.0881,0.90575,0.0020834,0.22757,1.9908,0.024091,3.25E-05,0.53916,4.4859,41.868,970.17,-0.30514,1.5517,3.1396,0.12021,2.0803,5.3276,0.035359,3.34E-07,-1.2747,5.6837,0.0014252,0.0034807,-0.068299,4.3807,-0.0015979,0.0028751,-0.069681,3.9842,8.35E-06
0.05,519,5.5645,0.25403,-0.16972,1.2602,0.0012144,3.19E-09,0.13318,2.1868,0.87398,0.00098737,-0.069346,1.0881,0.90575,0.0020834,0.22757,1.9908,0.024091,3.25E-05,0.53916,4.4859,41.868,970.17,-0.30514,1.5517,3.1396,0.12021,2.0803,5.3276,0.035359,3.34E-07,-1.2747,5.6837,0.0014252,0.0034807,-0.068299,4.3807,-0.0015979,0.0028751,-0.069681,3.9842,0.0009624
0.1,519,5.5645,0.25403,-0.16972,1.2602,0.0012144,3.19E-09,0.13318,2.1868,0.87398,0.00098737,-0.069346,1.0881,0.90575,0.0020834,0.22757,1.9908,0.024091,3.25E-05,0.53916,4.4859,41.868,970.17,-0.30514,1.5517,3.1396,0.12021,2.0803,5.3276,0.035359,3.34E-07,-1.2747,5.6837,0.0014252,0.0034807,-0.068299,4.3807,-0.0015979,0.0028751,-0.069681,3.9842,0.0060886
0.15,519,5.5645,0.25403,-0.16972,1.2602,0.0012144,3.19E-09,0.13318,2.1868,0.87398,0.00098737,-0.069346,1.0881,0.90575,0.0020834,0.22757,1.9908,0.024091,3.25E-05,0.53916,4.4859,41.868,970.17,-0.30514,1.5517,3.1396,0.12021,2.0803,5.3276,0.035359,3.34E-07,-1.2747,5.6837,0.0014252,0.0034807,-0.068299,4.3807,-0.0015979,0.0028751,-0.069681,3.9842,0.015636
0.2,519,5.5645,0.25403,-0.16972,1.2602,0.0012144,3.19E-09,0.13318,2.1868,0.87398,0.00098737,-0.069346,1.0881,0.90575,0.0020834,0.22757,1.9908,0.024091,3.25E-05,0.53916,4.4859,41.868,970.17,-0.30514,1.5517,3.1396,0.12021,2.0803,5.3276,0.035359,3.34E-07,-1.2747,5.6837,0.0014252,0.0034807,-0.068299,4.3807,-0.0015979,0.0028751,-0.069681,3.9842,0.028739
0.01,611,5.6121,0.25749,-0.23311,1.5991,0.0010631,8.85E-09,-0.029027,2.9921,0.87393,0.00093081,-0.13952,1.1639,0.8952,0.0029226,0.092131,2.0452,0.021963,2.81E-05,0.31696,4.8688,41.781,921.68,-0.37137,1.578,3.1,0.090083,2.6667,8.1111,0.032824,5.64E-07,-0.61819,3.1782,0.00081378,0.0033971,0.1324,4.3551,0.00065234,0.0027356,0.023974,4.1227,9.48E-06
0.05,611,5.6121,0.25749,-0.23311,1.5991,0.0010631,8.85E-09,-0.029027,2.9921,0.87393,0.00093081,-0.13952,1.1639,0.8952,0.0029226,0.092131,2.0452,0.021963,2.81E-05,0.31696,4.8688,41.781,921.68,-0.37137,1.578,3.1,0.090083,2.6667,8.1111,0.032824,5.64E-07,-0.61819,3.1782,0.00081378,0.0033971,0.1324,4.3551,0.00065234,0.0027356,0.023974,4.1227,0.0010833
0.1,611,5.6121,0.25749,-0.23311,1.5991,0.0010631,8.85E-09,-0.029027,2.9921,0.87393,0.00093081,-0.13952,1.1639,0.8952,0.0029226,0.092131,2.0452,0.021963,2.81E-05,0.31696,4.8688,41.781,921.68,-0.37137,1.578,3.1,0.090083,2.6667,8.1111,0.032824,5.64E-07,-0.61819,3.1782,0.00081378,0.0033971,0.1324,4.3551,0.00065234,0.0027356,0.023974,4.1227,0.0067505
0.15,611,5.6121,0.25749,-0.23311,1.5991,0.0010631,8.85E-09,-0.029027,2.9921,0.87393,0.00093081,-0.13952,1.1639,0.8952,0.0029226,0.092131,2.0452,0.021963,2.81E-05,0.31696,4.8688,41.781,921.68,-0.37137,1.578,3.1,0.090083,2.6667,8.1111,0.032824,5.64E-07,-0.61819,3.1782,0.00081378,0.0033971,0.1324,4.3551,0.00065234,0.0027356,0.023974,4.1227,0.017142
0.2,611,5.6121,0.25749,-0.23311,1.5991,0.0010631,8.85E-09,-0.029027,2.9921,0.87393,0.00093081,-0.13952,1.1639,0.8952,0.0029226,0.092131,2.0452,0.021963,2.81E-05,0.31696,4.8688,41.781,921.68,-0.37137,1.578,3.1,0.090083,2.6667,8.1111,0.032824,5.64E-07,-0.61819,3.1782,0.00081378,0.0033971,0.1324,4.3551,0.00065234,0.0027356,0.023974,4.1227,0.03127
0.01,865,5.7341,0.28801,-0.11418,2.569,0.00073339,1.54E-08,0.62497,3.913,0.87381,0.00082995,-0.35973,1.4452,0.87271,0.004984,0.038144,2.1473,0.017893,2.48E-05,-0.09912,4.1329,41.368,914.06,-0.35128,1.5779,3.0681,0.063536,3.4277,12.749,0.026877,8.49E-07,-0.32289,3.1506,-0.00015226,0.0031588,-0.014318,4.1333,-0.00045465,0.0018238,0.0063522,5.2864,6.77E-06
0.05,865,5.7341,0.28801,-0.11418,2.569,0.00073339,1.54E-08,0.62497,3.913,0.87381,0.00082995,-0.35973,1.4452,0.87271,0.004984,0.038144,2.1473,0.017893,2.48E-05,-0.09912,4.1329,41.368,914.06,-0.35128,1.5779,3.0681,0.063536,3.4277,12.749,0.026877,8.49E-07,-0.32289,3.1506,-0.00015226,0.0031588,-0.014318,4.1333,-0.00045465,0.0018238,0.0063522,5.2864,0.00080374
0.1,865,5.7341,0.28801,-0.11418,2.569,0.00073339,1.54E-08,0.62497,3.913,0.87381,0.00082995,-0.35973,1.4452,0.87271,0.004984,0.038144,2.1473,0.017893,2.48E-05,-0.09912,4.1329,41.368,914.06,-0.35128,1.5779,3.0681,0.063536,3.4277,12.749,0.026877,8.49E-07,-0.32289,3.1506,-0.00015226,0.0031588,-0.014318,4.1333,-0.00045465,0.0018238,0.0063522,5.2864,0.0054135
0.15,865,5.7341,0.28801,-0.11418,2.569,0.00073339,1.54E-08,0.62497,3.913,0.87381,0.00082995,-0.35973,1.4452,0.87271,0.004984,0.038144,2.1473,0.017893,2.48E-05,-0.09912,4.1329,41.368,914.06,-0.35128,1.5779,3.0681,0.063536,3.4277,12.749,0.026877,8.49E-07,-0.32289,3.1506,-0.00015226,0.0031588,-0.014318,4.1333,-0.00045465,0.0018238,0.0063522,5.2864,0.014628
0.2,865,5.7341,0.28801,-0.11418,2.569,0.00073339,1.54E-08,0.62497,3.913,0.87381,0.00082995,-0.35973,1.4452,0.87271,0.004984,0.038144,2.1473,0.017893,2.48E-05,-0.09912,4.1329,41.368,914.06,-0.35128,1.5779,3.0681,0.063536,3.4277,12.749,0.026877,8.49E-07,-0.32289,3.1506,-0.00015226,0.0031588,-0.014318,4.1333,-0.00045465,0.0018238,0.0063522,5.2864,0.027716
0.01,789,5.8074,0.31056,-0.036138,2.8276,0.00079938,4.24E-08,0.78995,4.0871,0.86983,0.00086253,-0.52708,2.1672,0.84786,0.0073334,-0.25581,2.6723,0.018391,3.29E-05,-0.16548,3.1935,41.378,903.49,-0.35603,1.5948,3.0493,0.046917,4.1627,18.328,0.027569,1.49E-06,-0.33168,3.1331,4.74E-05,0.002598,0.049715,4.486,-0.00022108,0.0016839,-0.0052094,4.86,5.43E-06
0.05,789,5.8074,0.31056,-0.036138,2.8276,0.00079938,4.24E-08,0.78995,4.0871,0.86983,0.00086253,-0.52708,2.1672,0.84786,0.0073334,-0.25581,2.6723,0.018391,3.29E-05,-0.16548,3.1935,41.378,903.49,-0.35603,1.5948,3.0493,0.046917,4.1627,18.328,0.027569,1.49E-06,-0.33168,3.1331,4.74E-05,0.002598,0.049715,4.486,-0.00022108,0.0016839,-0.0052094,4.86,0.00065702
0.1,789,5.8074,0.31056,-0.036138,2.8276,0.00079938,4.24E-08,0.78995,4.0871,0.86983,0.00086253,-0.52708,2.1672,0.84786,0.0073334,-0.25581,2.6723,0.018391,3.29E-05,-0.16548,3.1935,41.378,903.49,-0.35603,1.5948,3.0493,0.046917,4.1627,18.328,0.027569,1.49E-06,-0.33168,3.1331,4.74E-05,0.002598,0.049715,4.486,-0.00022108,0.0016839,-0.0052094,4.86,0.0046305
0.15,789,5.8074,0.31056,-0.036138,2.8276,0.00079938,4.24E-08,0.78995,4.0871,0.86983,0.00086253,-0.52708,2.1672,0.84786,0.0073334,-0.25581,2.6723,0.018391,3.29E-05,-0.16548,3.1935,41.378,903.49,-0.35603,1.5948,3.0493,0.046917,4.1627,18.328,0.027569,1.49E-06,-0.33168,3.1331,4.74E-05,0.002598,0.049715,4.486,-0.00022108,0.0016839,-0.0052094,4.86,0.013096
0.2,789,5.8074,0.31056,-0.036138,2.8276,0.00079938,4.24E-08,0.78995,4.0871,0.86983,0.00086253,-0.52708,2.1672,0.84786,0.0073334,-0.25581,2.6723,0.018391,3.29E-05,-0.16548,3.1935,41.378,903.49,-0.35603,1.5948,3.0493,0.046917,4.1627,18.328,0.027569,1.49E-06,-0.33168,3.1331,4.74E-05,0.002598,0.049715,4.486,-0.00022108,0.0016839,-0.0052094,4.86,0.025694
0.01,471,5.8195,0.31843,-0.08541,2.9872,0.0013269,2.18E-07,1.0816,4.8613,0.8625,0.0013029,-0.80963,3.1364,0.82698,0.0099075,-0.46037,3.1295,0.023586,6.50E-05,-0.081061,2.7771,41.815,905.52,-0.35553,1.6238,3.0499,0.047503,4.1321,18.074,0.034911,4.76E-06,-0.30501,3.6339,-4.39E-05,0.0024967,-0.073325,4.1618,-0.00039152,0.0015148,-0.070633,5.1993,3.69E-06
0.05,471,5.8195,0.31843,-0.08541,2.9872,0.0013269,2.18E-07,1.0816,4.8613,0.8625,0.0013029,-0.80963,3.1364,0.82698,0.0099075,-0.46037,3.1295,0.023586,6.50E-05,-0.081061,2.7771,41.815,905.52,-0.35553,1.6238,3.0499,0.047503,4.1321,18.074,0.034911,4.76E-06,-0.30501,3.6339,-4.39E-05,0.0024967,-0.073325,4.1618,-0.00039152,0.0015148,-0.070633,5.1993,0.00045806
0.1,471,5.8195,0.31843,-0.08541,2.9872,0.0013269,2.18E-07,1.0816,4.8613,0.8625,0.0013029,-0.80963,3.1364,0.82698,0.0099075,-0.46037,3.1295,0.023586,6.50E-05,-0.081061,2.7771,41.815,905.52,-0.35553,1.6238,3.0499,0.047503,4.1321,18.074,0.034911,4.76E-06,-0.30501,3.6339,-4.39E-05,0.0024967,-0.073325,4.1618,-0.00039152,0.0015148,-0.070633,5.1993,0.0034318
0.15,471,5.8195,0.31843,-0.08541,2.9872,0.0013269,2.18E-07,1.0816,4.8613,0.8625,0.0013029,-0.80963,3.1364,0.82698,0.0099075,-0.46037,3.1295,0.023586,6.50E-05,-0.081061,2.7771,41.815,905.52,-0.35553,1.6238,3.0499,0.047503,4.1321,18.074,0.034911,4.76E-06,-0.30501,3.6339,-4.39E-05,0.0024967,-0.073325,4.1618,-0.00039152,0.0015148,-0.070633,5.1993,0.010356
0.2,471,5.8195,0.31843,-0.08541,2.9872,0.0013269,2.18E-07,1.0816,4.8613,0.8625,0.0013029,-0.80963,3.1364,0.82698,0.0099075,-0.46037,3.1295,0.023586,6.50E-05,-0.081061,2.7771,41.815,905.52,-0.35553,1.6238,3.0499,0.047503,4.1321,18.074,0.034911,4.76E-06,-0.30501,3.6339,-4.39E-05,0.0024967,-0.073325,4.1618,-0.00039152,0.0015148,-0.070633,5.1993,0.021406
0.01,783,5.6909,0.24195,-0.46718,2.0712,0.00082527,2.52E-09,0.15136,2.8537,0.87296,0.00082264,-0.28895,1.4309,0.90164,0.0031881,-0.1145,2.1156,0.019125,2.52E-05,-0.065392,4.594,42.107,872.44,-0.3491,1.5783,3.0787,0.072581,3.1285,10.787,0.028759,5.97E-07,-0.48292,3.8785,0.0011586,0.0031003,0.023248,4.206,0.00024978,0.0022479,0.024288,4.0464,7.93E-06
0.05,783,5.6909,0.24195,-0.46718,2.0712,0.00082527,2.52E-09,0.15136,2.8537,0.87296,0.00082264,-0.28895,1.4309,0.90164,0.0031881,-0.1145,2.1156,0.019125,2.52E-05,-0.065392,4.594,42.107,872.44,-0.3491,1.5783,3.0787,0.072581,3.1285,10.787,0.028759,5.97E-07,-0.48292,3.8785,0.0011586,0.0031003,0.023248,4.206,0.00024978,0.0022479,0.024288,4.0464,0.0009236
0.1,783,5.6909,0.24195,-0.46718,2.0712,0.00082527,2.52E-09,0.15136,2.8537,0.87296,0.00082264,-0.28895,1.4309,0.90164,0.0031881,-0.1145,2.1156,0.019125,2.52E-05,-0.065392,4.594,42.107,872.44,-0.3491,1.5783,3.0787,0.072581,3.1285,10.787,0.028759,5.97E-07,-0.48292,3.8785,0.0011586,0.0031003,0.023248,4.206,0.00024978,0.0022479,0.024288,4.0464,0.0059795
